"Id","Title","Body","Tags"
"196","How to remove empty values from multidimensional array in PHP?","<p>I've been looking a lot of answers, but, none of them are working for me:</p>

<p>I have this array under $quantities variable. If i print_r, i got this:</p>

<pre><code>Array
(
    [10] =&gt; Array
        (
            [25.00] =&gt; 1
        )

    [9] =&gt; Array
        (
            [30.00] =&gt; 3
        )

    [8] =&gt; Array
        (
            [30.00] =&gt; 4
        )

    [12] =&gt; Array
        (
            [35.00] =&gt; 
        )

    [1] =&gt; Array
        (
            [30.00] =&gt; 
        )

    [2] =&gt; Array
        (
            [30.00] =&gt; 
        )
)
</code></pre>

<p>But, im looking for a way to remove those with empty values like [12] [1] and [2] and keep everything else.</p>

<pre><code>Array
(
    [10] =&gt; Array
        (
            [25.00] =&gt; 1
        )

    [9] =&gt; Array
        (
            [30.00] =&gt; 3
        )

    [8] =&gt; Array
        (
            [30.00] =&gt; 4
        )

)
</code></pre>

<p>Thanks. Sorry if this looks kinda simple, im a newbie and i dont know how to do it. Tried a lot of the functions on the official php docs and none of them worked.</p>

<p>I've used this one:</p>

<pre><code>function array_filter_recursive($array, $callback = null) {
    foreach ($array as $key =&gt; &amp; $value) {
        if (is_array($value)) {
            $value = array_filter_recursive($value, $callback);
        }
        else {
            if ( ! is_null($callback)) {
                if ( ! $callback($value)) {
                    unset($array[$key]);
                }
            }
            else {
                if ( ! (bool) $value) {
                    unset($array[$key]);
                }
            }
        }
    }
    unset($value);

    return $array;
}
</code></pre>

<p>But i get this:</p>

<p>Array
(
    [10] => Array
        (
            [25.00] => 1
        )</p>

<pre><code>[9] =&gt; Array
    (
        [30.00] =&gt; 3
    )

[8] =&gt; Array
    (
        [30.00] =&gt; 4
    )

[12] =&gt; Array
    (
    )

[1] =&gt; Array
    (
    )

[2] =&gt; Array
    (
    )
</code></pre>

<p>)</p>

<p>Is almost what i want, but, i would like to remove [12] [1] and [2] arrays.</p>
","php multidimensional-array empty-string"
"197","Calculus Leibniz' notation","<p>I'm currently doing integration by parts, and I'm finding that the notation is what makes it tough for me. So I looked it up and found that:</p>

<p>$$\int u(x)v'(x)dx= u(x)v(x) - \int u'(x)v(x)dx$$</p>

<p>But the wikipedia said that this above equality is the same as:</p>

<p>$$ \int u dv = uv - \int v du $$</p>

<p>I think I have located my problem: I don't see how these 2 are equal at all. How could for example know that $$\int u(x)v'(x) dx = \int udv$$</p>

<p>I can't really see the equivalence here.</p>
","notation"
"198","Critical Issue with logic tags of Struts1 when session expires","<p>I'm using struts1.3.8. I'm setting a session expiry time. After the session expires it will redirect to login page. I'm using <code>&lt;logic:notEmpty&gt;</code> tag in login page.</p>

<p>So when the session is live it is working well... When the session expires, it is still displaying the data, although it should not. How to handle it? Any reply is highly appricated.  </p>

<p>Thanks in advance,</p>

<p>Laxman Chowdary</p>
","jsp session struts"
"199","Android v2.2-2.3.5: WebView : loadDataWithBaseURL : will only load page once","<p>When I'm loading a page using <code>.loadData</code> or <code>.loadDataWithBaseURL</code>, the system will load a page once.</p>

<p>After that, subsequent calls do not work.</p>

<p>In 4.0.3, if I were to call the function a second time with new data, it does change.</p>

<p>How can I fix this for 2.2+? Do I destroy the webview and create a new one?         </p>

<pre><code>webView1.loadDataWithBaseURL(""file://"", page, ""text/html"", ""UTF-8"", null);
webView1.loadUrl( ""javascript:window.location.reload( true )"" );
</code></pre>
","android webview loaddata"
"200","Java code PMD Complains about Cyclomatic Complexity , of 20","<p>When i ran PMD on my Java Code ,  one of the Error Message it is showing is 
""The class STWeb has a Cyclomatic Complexity , of 20 "" .
Typically my java class is of this way </p>

<pre><code>public class STWeb implements STWebService {

  public String getData(RequestData request)
  {
    validate(request);
  }

  public boolean validate(Data[] formdata)
  {
    if(formdata.length==1)
    //do this 
    else if(formdata.length==3)
    //do this 
    else if(formdata.length==4)
    //do this 
    else if(formdata.length&gt;4)
    //do this 
    else if(formdata.length==2)
    {
      if(formdata[0].getName.equals(""OIY""))
      {
      }
    / And many more if else here 
    }
  }
}
</code></pre>

<p>As you can see , as per my business requirements , i need to code the class 
with many if's and  if else so the reason the cyclocomplexity has ncreased , please tell me 
what is feasible approach  as per the standard for this ??</p>
","java performance tuning pmd"
"201","Where can I find a log file that logs ports error messages in FreeBSD?","<p>I looked in /var/log/ but there isn't any log files that records ports log, and I just found this person asking the same thing in other forum and get an answer which stating there is no such file. If that's the case how should I read error messages? with more?</p>
","freebsd ports"
"202","Customize one of menu item background on Joomla","<p>I've been trying to customize one the menu item on the joomla template i've currently use. 
Some of the menu I've used before normally display item ID when you view the source code but my template doesn't display any at all. Anyhow I created the css code below hoping this will meet my goal but it didn't work. What I'm trying to accomplish is make the <strong>APPLY NOW</strong> an item #30 on my administrative main menu panel column turn the background into <strong>RED</strong> before any hover or any activities. You could view my temp link at <a href=""http://getvms.net/home"" rel=""nofollow"">getvms.net/home</a> </p>

<p>I really appreciate if you could help me.</p>

<p>Thank you! </p>

<p>code: </p>

<pre><code>    #s5_nav li { 
    display:block;
    list-style:none;
position:relative;
float:left;
border-right:solid 1px #B6B5B5;
height:45px;
padding-left:10px;
padding-right:10px;
padding-top:9px;
padding-bottom:0px;
overflow:hidden;
}


#s5_nav li.item#30, {
    display:block;
list-style:none;
position:relative;
float:left;
border-right:solid 1px #B6B5B5;
height:45px;
padding-left:10px;
padding-right:10px;
padding-top:9px;
padding-bottom:0px;
overflow:hidden;
background:red;
</code></pre>
","menu joomla menuitem"
"203","find maximum sum of elements in an array such that not more than k elements are adjacent","<p>This is a duplicated of <a href=""http://stackoverflow.com/questions/9376976/removal-of-billboards-from-given-ones"">removal of billboards from given ones</a>, I have read the answers to this question (and others) carefully, but i still cant wrap me head around it ? what is soulcheck mean in his <a href=""http://stackoverflow.com/questions/9376976/removal-of-billboards-from-given-ones/9377318#9377318"">answer</a> ? </p>

<p>I dont want code, I just want the algorithm explained in plain english.
and if an example is provided I'll greatly appreciate it .</p>
","algorithm"
"204","What is the best way to position a div in css?","<p>I'm trying to place this menu:</p>

<p><code>&lt;div class=""left-menu"" style=""left: 123px; top: 355px""&gt;<br />
</code>
<code>        &lt;ul&gt;<br />
</code>
<code>        &lt;li&gt; Categories &lt;/li&gt;<br />
</code>
<code>        &lt;li&gt; Weapons &lt;/li&gt;<br />
</code>
<code>        &lt;li&gt; Armor &lt;/li&gt;<br />
</code>
<code>        &lt;li&gt; Manuals &lt;/li&gt;<br />
</code>
<code>        &lt;li&gt; Sustenance &lt;/li&gt;<br />
</code>
<code>        &lt;li&gt; Test &lt;/li&gt;<br />
</code>
<code>        &lt;/ul&gt;<br />
</code>
<code>    &lt;/div&gt;<br />
</code></p>

<p>on the left hand side of the page. The problem is that if I use absolute or fixed values,
different screen sizes will render the navigation bar differently. I also have a second div that contains all the main content which also needs to be moved to the right, so far I'm using relative values which seems to work no matter the screen size.</p>
","css layout"
"205","How to plot specific rows in GNUplot","<p>I have a two-column file which has 1000000 entries, that is 1000000 rows, however I don't want to plot all the data, I just want to plot the points every 100 lines? How to do this in gnuplot? Also, is it possible to specify some particular rows to plot in gnuplot?</p>
","gnuplot"
"206","Splitting a list","<p>I've scoured various resources and can't figure out how to do a rather simple operation.</p>

<p>Right now, I have a list as follows:</p>

<pre><code>li = [['a=b'],['c=d']]
</code></pre>

<p>I want to transform this into:</p>

<pre><code>li = [['a','b'],['c','d']]
</code></pre>

<p>As I understand it, <code>split(""="")</code> only applies to string types.  Is there an equivalent method for lists?</p>

<p>Pardon the simplicity of my question...</p>

<p>-Dan</p>
","python"
"207","iPhone/iPad rotation","<p>How can I detect the start of a rotation and the end of the rotation on these devices?</p>

<p>EDIT:
So after your answers, how can I detect the begining and ending of the orientation change.</p>
","iphone objective-c ipad"
"208","Android : changing Locale within the app itself does not affect the first run","<p>I use the code bellow</p>

<p><code>Locale locale = new Locale(""ar"");</code> 
<code>Locale.setDefault(locale);</code>
<code>Configuration config = new Configuration();</code>
<code>config.locale = locale;</code>
<code>context.getResources().updateConfiguration(config,
context.getResources().getDisplayMetrics())</code></p>

<p>before setContentView in my main Activity , but the first run of the app it appears with the device local, when i rotate the app, it appears in the selected lang. can you help, tell me where is my wrong!?</p>
","java android"
